FraudCaseID,TransactionID,CustomerID,FraudType,FraudStatus,RiskLevel,InvestigatorID,InvestigationDate,ResolutionDate,InvestigationDurationHours,FraudAmount,RecoveredAmount,FinancialLoss,CasePriority,InvestigationResult
FC000986,T00019646,C000771,Phishing,Closed,High,E00117,20-03-2025,26-03-2025,144,109.83,28.2,81.62,Medium,False Positive
FC000987,T00019680,C002455,Merchant Fraud,Closed,High,E00009,25-04-2026,25-04-2026,0,281.56,0,281.56,Critical,Customer Reimbursed
FC000988,T00019699,C004750,Account Takeover,Closed,High,E00027,22-08-2025,23-08-2025,24,1251.51,930.5,321.01,High,Law Enforcement Referred
FC000989,T00019757,C003266,Identity Theft,Under Investigation,Medium,E00010,05-02-2026,,48,663.75,379.7,284.05,Medium,Account Secured
FC000990,T00019793,C004114,UPI Fraud,Under Investigation,Medium,E00137,09-04-2025,,NULL,234.1,0,234.1,Medium,Confirmed Fraud
FC000991,T00019800,C000369,ATM Fraud,Closed,Critical,E00145,28-11-2025,05-12-2025,168,1050.45,257,793.45,Critical,Confirmed Fraud
FC000992,T00019826,C003771,International Fraud,Closed,Critical,E00036,30-05-2025,01-06-2025,48,130.01,72.22,57.79,Medium,Account Secured
FC000993,T00019854,C002102,Suspicious Transfer,Closed,Critical,E00035,23-05-2026,30-05-2026,168,281.41,28.31,253.1,Low,Law Enforcement Referred
FC000994,T00019858,C003477,International Fraud,Closed,High,E00137,13-01-2026,16-01-2026,72,266.37,132.44,133.94,High,Confirmed Fraud
FC000995,T00019869,C003731,Phishing,Closed,Critical,E00138,26-11-2025,26-11-2025,0,29.1,0,29.1,Low,False Positive
FC000996,T00019870,C004683,Card Theft,Closed,High,E00075,25-03-2025,01-04-2025,168,4882.43,3183.48,1698.95,High,Confirmed Fraud
FC000997,T00019885,C003523,ATM Fraud,Closed,High,E00133,17-06-2026,17-06-2026,0,1025.55,0,1025.55,Critical,Customer Reimbursed
FC000998,T00019890,C001441,International Fraud,Closed,High,E00084,05-09-2025,05-09-2025,0,234.76,0,234.76,High,False Positive
FC000999,T00019917,C002893,Card Theft,Escalated,High,E00046,15-05-2026,,192,382.15,210.72,171.43,Medium,Confirmed Fraud
FC001000,T00019941,C003674,ATM Fraud,Escalated,Critical,E00082,11-06-2025,,NULL,1200.61,0,1200.61,Medium,Confirmed Fraud
