CardID,CustomerID,AccountID,BankID,CardType,CardNetwork,CardCategory,IssueDate,ExpiryDate,CardStatus,BlockedFlag,BlockReason
CD0002162,C002162,AC0002162,7,Debit,Mastercard,Gold,2019-05-09,2028-02-12,Active,0,
CD0002163,C002163,AC0002163,10,Debit,Mastercard,Standard,2023-08-16,2026-07-26,Active,0,
CD0002164,C002164,AC0002164,9,Credit,Mastercard,Gold,2023-07-29,2029-03-09,Active,0,
CD0002165,C002165,AC0002165,10,Credit,Mastercard,Standard,2025-03-21,2029-11-30,Active,0,
CD0002166,C002166,AC0002166,1,Debit,Visa,Standard,2020-01-23,2030-01-15,Active,0,
CD0002167,C002167,AC0002167,5,Credit,Visa,Standard,2018-07-21,2026-03-09,Blocked,1,Security Block
CD0002168,C002168,AC0002168,3,Debit,Visa,Business,2025-08-25,2029-10-22,Active,0,
CD0002169,C002169,AC0002169,10,Debit,Amex,Platinum,2025-06-08,2027-12-29,Expired,0,
CD0002170,C002170,AC0002170,8,Debit,Visa,Business,2020-01-29,2027-08-06,Active,0,
CD0002171,C002171,AC0002171,4,Debit,Visa,Platinum,2024-05-18,2027-08-12,Active,0,
CD0002172,C002172,AC0002172,6,Credit,Visa,Gold,2025-03-11,2029-10-21,Active,0,
CD0002173,C002173,AC0002173,7,Credit,Visa,Platinum,2023-10-21,2027-01-04,Active,0,
CD0002174,C002174,AC0002174,5,Credit,Visa,Standard,2023-10-16,2030-04-16,Active,0,
CD0002175,C002175,AC0002175,5,Debit,Mastercard,Gold,2019-11-10,2028-07-02,Blocked,1,Security Block
CD0002176,C002176,AC0002176,1,Debit,Mastercard,Standard,2019-08-03,2026-11-28,Active,0,
CD0002177,C002177,AC0002177,5,Debit,Visa,Platinum,2021-03-10,2028-07-29,Active,0,
CD0002178,C002178,AC0002178,4,Debit,Amex,Standard,2022-08-19,2027-07-09,Active,0,
CD0002179,C002179,AC0002179,9,Credit,Visa,Platinum,2018-07-20,2028-09-09,Active,0,
CD0002180,C002180,AC0002180,9,Credit,Visa,Gold,2022-01-10,2028-08-12,Expired,0,
CD0002181,C002181,AC0002181,8,Credit,Visa,Standard,2022-11-09,2028-08-02,Blocked,1,Excessive Attempts
CD0002182,C002182,AC0002182,1,Debit,Visa,Standard,2025-10-27,2027-05-31,Active,0,
CD0002183,C002183,AC0002183,9,Debit,Mastercard,Gold,2022-12-30,2027-11-05,Active,0,
CD0002184,C002184,AC0002184,4,Debit,Visa,Business,2024-09-09,2027-06-13,Expired,0,
CD0002185,C002185,AC0002185,5,Debit,Visa,Platinum,2019-01-22,2028-10-10,Expired,0,
CD0002186,C002186,AC0002186,10,Debit,Visa,Standard,2024-09-21,2030-07-27,Active,0,
CD0002187,C002187,AC0002187,9,Debit,Mastercard,Business,2021-05-06,2030-04-07,Blocked,1,Security Block
CD0002188,C002188,AC0002188,1,Debit,Visa,Platinum,2021-03-19,2026-09-05,Active,0,
CD0002189,C002189,AC0002189,4,Debit,Visa,Gold,2020-06-25,2026-12-29,Active,0,
CD0002190,C002190,AC0002190,8,Credit,Mastercard,Business,2020-04-23,2026-08-01,Active,0,
CD0002191,C002191,AC0002191,6,Debit,Visa,Standard,2024-04-16,2030-01-05,Active,0,
CD0002192,C002192,AC0002192,3,Debit,Amex,Platinum,2022-06-19,2027-01-01,Active,0,
CD0002193,C002193,AC0002193,6,Debit,Visa,Business,2021-09-30,2026-05-22,Active,0,
CD0002194,C002194,AC0002194,9,Credit,Mastercard,Gold,2024-02-17,2029-12-17,Active,0,
CD0002195,C002195,AC0002195,3,Debit,Visa,Platinum,2025-06-22,2029-09-28,Active,0,
CD0002196,C002196,AC0002196,8,Debit,Mastercard,Platinum,2024-10-18,2030-12-07,Active,0,
CD0002197,C002197,AC0002197,8,Credit,Visa,Standard,2025-11-09,2028-02-02,Active,0,
CD0002198,C002198,AC0002198,9,Debit,Visa,Platinum,2025-06-05,2027-08-25,Active,0,
CD0002199,C002199,AC0002199,3,Debit,Amex,Business,2019-01-01,2028-12-15,Active,0,
CD0002200,C002200,AC0002200,3,Credit,Mastercard,Standard,2022-10-30,2029-10-15,Active,0,
CD0002201,C002201,AC0002201,6,Credit,Visa,Business,2023-12-26,2028-10-11,Expired,0,
CD0002202,C002202,AC0002202,6,Debit,Amex,Business,2023-02-17,2026-05-30,Active,0,
CD0002203,C002203,AC0002203,5,Debit,Visa,Business,2022-07-24,2027-06-30,Active,0,
CD0002204,C002204,AC0002204,8,Debit,Mastercard,Platinum,2025-11-19,2026-09-23,Active,0,
CD0002205,C002205,AC0002205,8,Credit,Visa,Gold,2020-09-01,2030-01-23,Active,0,
CD0002206,C002206,AC0002206,3,Debit,Amex,Platinum,2024-02-23,2029-08-22,Active,0,
CD0002207,C002207,AC0002207,8,Debit,Visa,Platinum,2019-11-21,2028-08-18,Blocked,1,Lost/Stolen
CD0002208,C002208,AC0002208,3,Debit,Visa,Business,2022-11-16,2027-03-15,Active,0,
CD0002209,C002209,AC0002209,5,Credit,Mastercard,Gold,2025-09-20,2030-02-08,Blocked,1,Lost/Stolen
CD0002210,C002210,AC0002210,1,Credit,Amex,Gold,2022-12-15,2029-08-02,Active,0,
CD0002211,C002211,AC0002211,4,Debit,Visa,Gold,2018-12-03,2028-12-07,Active,0,
CD0002212,C002212,AC0002212,10,Debit,Mastercard,Standard,2020-07-07,2027-05-08,Active,0,
CD0002213,C002213,AC0002213,5,Debit,Visa,Standard,2020-05-13,2030-04-19,Active,0,
CD0002214,C002214,AC0002214,8,Debit,Mastercard,Gold,2023-06-20,2027-10-19,Blocked,1,Fraud Suspected
CD0002215,C002215,AC0002215,2,Debit,Amex,Standard,2023-01-07,2030-01-08,Active,0,
CD0002216,C002216,AC0002216,7,Debit,Mastercard,Business,2019-10-15,2026-03-09,Active,0,
CD0002217,C002217,AC0002217,4,Debit,Visa,Standard,2025-07-07,2029-02-15,Blocked,1,Security Block
CD0002218,C002218,AC0002218,8,Debit,Mastercard,Standard,2025-08-01,2028-03-04,Active,0,
CD0002219,C002219,AC0002219,10,Debit,Visa,Standard,2025-08-28,2027-10-30,Active,0,
CD0002220,C002220,AC0002220,6,Credit,Visa,Standard,2024-11-14,2030-08-01,Active,0,
CD0002221,C002221,AC0002221,2,Debit,Amex,Platinum,2019-12-11,2029-05-14,Active,0,
CD0002222,C002222,AC0002222,5,Debit,Mastercard,Standard,2024-09-03,2029-01-27,Active,0,
CD0002223,C002223,AC0002223,2,Credit,Amex,Standard,2023-03-02,2028-02-28,Active,0,
CD0002224,C002224,AC0002224,5,Credit,Mastercard,Gold,2024-07-18,2027-10-08,Active,0,
CD0002225,C002225,AC0002225,1,Credit,Mastercard,Platinum,2018-09-14,2028-08-14,Active,0,
CD0002226,C002226,AC0002226,7,Credit,Mastercard,Gold,2021-10-26,2028-11-29,Active,0,
CD0002227,C002227,AC0002227,4,Debit,Amex,Gold,2023-06-06,2029-06-17,Active,0,
CD0002228,C002228,AC0002228,3,Credit,Visa,Gold,2018-02-10,2030-11-20,Active,0,
CD0002229,C002229,AC0002229,1,Debit,Visa,Business,2024-10-28,2028-08-29,Active,0,
CD0002230,C002230,AC0002230,9,Debit,Mastercard,Business,2019-07-28,2026-01-13,Active,0,
CD0002231,C002231,AC0002231,9,Debit,Mastercard,Platinum,2024-03-16,2027-04-03,Active,0,
CD0002232,C002232,AC0002232,9,Debit,Mastercard,Gold,2020-02-05,2028-07-07,Active,0,
CD0002233,C002233,AC0002233,1,Credit,Mastercard,Platinum,2018-12-31,2028-02-03,Active,0,
CD0002234,C002234,AC0002234,4,Debit,Mastercard,Standard,2023-02-23,2027-11-03,Active,0,
CD0002235,C002235,AC0002235,10,Debit,Visa,Business,2024-11-17,2028-03-17,Active,0,
CD0002236,C002236,AC0002236,6,Debit,Visa,Standard,2018-01-21,2026-01-09,Active,0,
CD0002237,C002237,AC0002237,2,Credit,Amex,Platinum,2018-09-07,2027-05-28,Active,0,
CD0002238,C002238,AC0002238,2,Debit,Mastercard,Gold,2025-12-12,2027-04-22,Active,0,
CD0002239,C002239,AC0002239,3,Debit,Amex,Platinum,2025-10-25,2027-04-08,Active,0,
CD0002240,C002240,AC0002240,10,Credit,Mastercard,Gold,2018-05-16,2030-07-10,Active,0,
CD0002241,C002241,AC0002241,2,Credit,Amex,Gold,2018-09-29,2029-11-09,Active,0,
CD0002242,C002242,AC0002242,10,Credit,Visa,Gold,2023-03-10,2026-07-16,Active,0,
CD0002243,C002243,AC0002243,7,Debit,Visa,Gold,2023-12-28,2028-09-28,Active,0,
CD0002244,C002244,AC0002244,10,Debit,Visa,Standard,2021-12-08,2029-10-24,Blocked,1,Fraud Suspected
CD0002245,C002245,AC0002245,9,Credit,Visa,Gold,2022-05-24,2028-08-01,Active,0,
CD0002246,C002246,AC0002246,4,Debit,Mastercard,Platinum,2024-10-14,2029-09-26,Active,0,
CD0002247,C002247,AC0002247,9,Debit,Mastercard,Gold,2018-04-18,2027-05-12,Active,0,
CD0002248,C002248,AC0002248,2,Credit,Amex,Standard,2022-12-11,2029-04-01,Active,0,
CD0002249,C002249,AC0002249,3,Credit,Amex,Gold,2018-03-01,2027-02-15,Active,0,
CD0002250,C002250,AC0002250,3,Debit,Mastercard,Platinum,2022-12-09,2026-02-27,Blocked,1,Security Block
CD0002251,C002251,AC0002251,2,Credit,Visa,Business,2019-05-22,2027-01-21,Expired,0,
CD0002252,C002252,AC0002252,1,Debit,Visa,Standard,2021-08-02,2026-10-02,Active,0,
CD0002253,C002253,AC0002253,2,Credit,Mastercard,Gold,2018-09-05,2027-06-02,Blocked,1,Security Block
CD0002254,C002254,AC0002254,2,Credit,Visa,Business,2022-06-04,2028-12-07,Active,0,
CD0002255,C002255,AC0002255,4,Debit,Visa,Business,2025-02-02,2026-07-02,Active,0,
CD0002256,C002256,AC0002256,1,Credit,Mastercard,Platinum,2022-11-19,2030-02-22,Expired,0,
CD0002257,C002257,AC0002257,1,Debit,Mastercard,Business,2024-07-13,2029-07-08,Active,0,
CD0002258,C002258,AC0002258,10,Debit,Amex,Gold,2020-07-12,2028-01-02,Active,0,
CD0002259,C002259,AC0002259,1,Credit,Mastercard,Standard,2025-04-10,2029-09-18,Active,0,
CD0002260,C002260,AC0002260,1,Credit,Mastercard,Standard,2023-08-23,2030-07-16,Active,0,
CD0002261,C002261,AC0002261,1,Credit,Visa,Standard,2019-11-30,2027-10-24,Active,0,
CD0002262,C002262,AC0002262,2,Debit,Visa,Business,2019-08-18,2030-09-30,Active,0,
CD0002263,C002263,AC0002263,6,Debit,Mastercard,Business,2025-02-09,2029-11-09,Active,0,
CD0002264,C002264,AC0002264,9,Debit,Mastercard,Business,2020-12-18,2029-06-09,Blocked,1,Security Block
CD0002265,C002265,AC0002265,8,Debit,Mastercard,Standard,2019-08-21,2027-05-01,Blocked,1,Fraud Suspected
CD0002266,C002266,AC0002266,6,Debit,Mastercard,Platinum,2020-05-26,2027-11-21,Active,0,
CD0002267,C002267,AC0002267,1,Debit,Mastercard,Standard,2022-06-13,2027-11-16,Blocked,1,Excessive Attempts
CD0002268,C002268,AC0002268,8,Debit,Visa,Gold,2018-04-30,2027-11-29,Blocked,1,Fraud Suspected
CD0002269,C002269,AC0002269,1,Debit,Amex,Platinum,2018-08-17,2026-09-19,Active,0,
CD0002270,C002270,AC0002270,7,Debit,Visa,Gold,2018-02-14,2026-01-15,Active,0,
CD0002271,C002271,AC0002271,5,Credit,Amex,Platinum,2021-01-15,2027-05-13,Active,0,
CD0002272,C002272,AC0002272,9,Debit,Mastercard,Business,2021-10-01,2027-03-16,Active,0,
CD0002273,C002273,AC0002273,4,Debit,Visa,Standard,2021-12-17,2028-04-20,Blocked,1,Security Block
CD0002274,C002274,AC0002274,7,Credit,Visa,Gold,2019-11-25,2028-12-02,Active,0,
CD0002275,C002275,AC0002275,5,Credit,Visa,Standard,2023-08-08,2027-07-16,Blocked,1,Security Block
CD0002276,C002276,AC0002276,6,Debit,Mastercard,Gold,2023-11-03,2026-01-01,Active,0,
CD0002277,C002277,AC0002277,10,Debit,Mastercard,Gold,2020-05-07,2029-03-08,Active,0,
CD0002278,C002278,AC0002278,8,Debit,Mastercard,Gold,2021-04-28,2027-12-21,Active,0,
CD0002279,C002279,AC0002279,5,Debit,Visa,Standard,2025-10-26,2027-09-12,Active,0,
CD0002280,C002280,AC0002280,5,Debit,Visa,Standard,2024-07-06,2029-08-18,Active,0,
CD0002281,C002281,AC0002281,8,Credit,Visa,Standard,2020-03-01,2028-05-16,Active,0,
CD0002282,C002282,AC0002282,4,Debit,Mastercard,Gold,2025-01-30,2026-06-29,Active,0,
CD0002283,C002283,AC0002283,2,Credit,Amex,Business,2022-11-29,2030-04-01,Active,0,
CD0002284,C002284,AC0002284,5,Debit,Mastercard,Business,2023-01-05,2030-05-21,Active,0,
CD0002285,C002285,AC0002285,1,Debit,Visa,Business,2021-11-28,2026-12-28,Blocked,1,Security Block
CD0002286,C002286,AC0002286,2,Credit,Mastercard,Standard,2021-10-09,2027-12-14,Active,0,
CD0002287,C002287,AC0002287,5,Credit,Mastercard,Platinum,2025-10-05,2030-12-10,Active,0,
CD0002288,C002288,AC0002288,8,Debit,Mastercard,Business,2019-03-22,2030-12-18,Active,0,
CD0002289,C002289,AC0002289,8,Debit,Mastercard,Standard,2020-04-12,2028-07-19,Active,0,
CD0002290,C002290,AC0002290,3,Credit,Visa,Gold,2023-04-12,2027-02-02,Active,0,
CD0002291,C002291,AC0002291,5,Debit,Visa,Business,2023-09-01,2029-09-19,Active,0,
CD0002292,C002292,AC0002292,2,Debit,Mastercard,Business,2019-05-06,2029-07-08,Blocked,1,Security Block
CD0002293,C002293,AC0002293,8,Credit,Amex,Business,2018-06-13,2027-03-13,Active,0,
CD0002294,C002294,AC0002294,3,Debit,Amex,Platinum,2018-10-28,2030-02-20,Active,0,
CD0002295,C002295,AC0002295,8,Debit,Visa,Gold,2025-12-26,2028-11-22,Active,0,
CD0002296,C002296,AC0002296,9,Credit,Amex,Standard,2019-08-21,2028-05-21,Active,0,
CD0002297,C002297,AC0002297,7,Debit,Mastercard,Platinum,2025-01-17,2029-04-10,Blocked,1,Security Block
CD0002298,C002298,AC0002298,4,Credit,Visa,Gold,2018-01-23,2028-12-23,Active,0,
CD0002299,C002299,AC0002299,10,Debit,Mastercard,Standard,2018-11-25,2028-03-06,Blocked,1,Fraud Suspected
CD0002300,C002300,AC0002300,7,Debit,Mastercard,Gold,2020-07-08,2030-08-24,Active,0,
CD0002301,C002301,AC0002301,7,Credit,Mastercard,Gold,2023-06-18,2029-02-27,Active,0,
CD0002302,C002302,AC0002302,9,Debit,Visa,Platinum,2020-12-12,2026-10-05,Active,0,
CD0002303,C002303,AC0002303,9,Credit,Mastercard,Standard,2021-02-17,2027-08-06,Active,0,
CD0002304,C002304,AC0002304,1,Credit,Amex,Platinum,2023-09-26,2027-01-20,Expired,0,
CD0002305,C002305,AC0002305,9,Debit,Visa,Platinum,2023-08-20,2029-06-14,Active,0,
CD0002306,C002306,AC0002306,8,Credit,Visa,Business,2022-11-17,2028-03-17,Active,0,
CD0002307,C002307,AC0002307,3,Credit,Visa,Business,2023-03-26,2030-11-04,Active,0,
CD0002308,C002308,AC0002308,4,Debit,Visa,Platinum,2018-10-14,2030-08-09,Active,0,
CD0002309,C002309,AC0002309,8,Debit,Visa,Platinum,2023-01-11,2027-01-21,Active,0,
CD0002310,C002310,AC0002310,3,Credit,Visa,Business,2025-08-02,2027-07-19,Active,0,
CD0002311,C002311,AC0002311,5,Debit,Visa,Business,2020-11-07,2028-08-14,Active,0,
CD0002312,C002312,AC0002312,7,Debit,Mastercard,Standard,2023-04-23,2028-08-11,Active,0,
CD0002313,C002313,AC0002313,7,Debit,Visa,Standard,2025-10-24,2026-06-29,Active,0,
CD0002314,C002314,AC0002314,10,Debit,Mastercard,Business,2022-07-24,2030-12-02,Active,0,
CD0002315,C002315,AC0002315,2,Debit,Visa,Standard,2018-09-12,2029-10-09,Active,0,
CD0002316,C002316,AC0002316,3,Debit,Visa,Business,2022-03-16,2030-04-03,Active,0,
CD0002317,C002317,AC0002317,10,Credit,Mastercard,Standard,2019-03-25,2027-06-14,Blocked,1,Security Block
CD0002318,C002318,AC0002318,6,Debit,Mastercard,Platinum,2020-11-12,2029-06-22,Active,0,
CD0002319,C002319,AC0002319,3,Debit,Mastercard,Gold,2023-12-04,2030-11-22,Active,0,
CD0002320,C002320,AC0002320,3,Debit,Mastercard,Platinum,2023-09-20,2028-03-10,Blocked,1,Excessive Attempts
CD0002321,C002321,AC0002321,4,Credit,Mastercard,Platinum,2020-07-15,2026-05-30,Active,0,
CD0002322,C002322,AC0002322,6,Credit,Visa,Gold,2025-11-29,2028-03-09,Active,0,
CD0002323,C002323,AC0002323,3,Credit,Mastercard,Business,2022-08-12,2029-09-10,Active,0,
CD0002324,C002324,AC0002324,7,Credit,Mastercard,Standard,2018-12-29,2028-01-18,Expired,0,
CD0002325,C002325,AC0002325,5,Credit,Amex,Standard,2022-05-01,2026-09-11,Blocked,1,Security Block
CD0002326,C002326,AC0002326,7,Credit,Mastercard,Platinum,2020-01-15,2026-05-10,Active,0,
CD0002327,C002327,AC0002327,2,Credit,Mastercard,Gold,2018-10-01,2027-11-23,Active,0,
CD0002328,C002328,AC0002328,7,Credit,Amex,Standard,2018-03-21,2029-06-21,Active,0,
CD0002329,C002329,AC0002329,10,Credit,Amex,Gold,2023-03-23,2026-12-25,Active,0,
CD0002330,C002330,AC0002330,2,Debit,Mastercard,Platinum,2018-06-19,2026-01-21,Active,0,
CD0002331,C002331,AC0002331,4,Debit,Visa,Platinum,2021-06-15,2029-12-15,Active,0,
CD0002332,C002332,AC0002332,7,Credit,Amex,Platinum,2018-07-08,2030-07-22,Active,0,
CD0002333,C002333,AC0002333,7,Credit,Visa,Business,2023-07-10,2028-04-20,Active,0,
CD0002334,C002334,AC0002334,7,Debit,Mastercard,Platinum,2018-09-13,2030-09-20,Active,0,
CD0002335,C002335,AC0002335,6,Debit,Visa,Standard,2018-04-15,2027-02-27,Active,0,
CD0002336,C002336,AC0002336,7,Debit,Mastercard,Platinum,2018-10-20,2030-04-15,Blocked,1,Security Block
CD0002337,C002337,AC0002337,7,Debit,Visa,Standard,2025-01-22,2026-04-19,Active,0,
CD0002338,C002338,AC0002338,1,Debit,Mastercard,Standard,2020-11-16,2030-05-15,Active,0,
CD0002339,C002339,AC0002339,8,Debit,Visa,Standard,2022-06-17,2027-02-04,Active,0,
CD0002340,C002340,AC0002340,5,Debit,Mastercard,Business,2019-04-17,2030-12-11,Active,0,
CD0002341,C002341,AC0002341,1,Debit,Amex,Standard,2018-04-28,2026-09-13,Active,0,
CD0002342,C002342,AC0002342,5,Credit,Visa,Standard,2021-01-24,2028-12-28,Active,0,
CD0002343,C002343,AC0002343,5,Debit,Mastercard,Gold,2020-04-17,2028-07-25,Active,0,
CD0002344,C002344,AC0002344,1,Credit,Mastercard,Platinum,2024-11-22,2028-06-14,Active,0,
CD0002345,C002345,AC0002345,10,Credit,Visa,Platinum,2025-01-24,2026-12-04,Active,0,
CD0002346,C002346,AC0002346,3,Debit,Mastercard,Business,2023-02-20,2030-06-02,Expired,0,
CD0002347,C002347,AC0002347,4,Debit,Mastercard,Standard,2018-09-11,2027-10-25,Active,0,
CD0002348,C002348,AC0002348,5,Credit,Mastercard,Business,2020-10-10,2026-05-07,Blocked,1,Security Block
CD0002349,C002349,AC0002349,9,Debit,Amex,Platinum,2024-10-12,2029-09-24,Blocked,1,Lost/Stolen
CD0002350,C002350,AC0002350,8,Debit,Visa,Gold,2024-06-24,2029-12-25,Active,0,
CD0002351,C002351,AC0002351,8,Debit,Visa,Business,2018-05-23,2029-11-22,Active,0,
CD0002352,C002352,AC0002352,3,Debit,Visa,Business,2020-08-11,2026-02-20,Active,0,
CD0002353,C002353,AC0002353,9,Debit,Mastercard,Standard,2021-02-25,2027-12-02,Blocked,1,Excessive Attempts
CD0002354,C002354,AC0002354,9,Debit,Mastercard,Business,2021-09-08,2028-09-17,Active,0,
CD0002355,C002355,AC0002355,5,Debit,Visa,Standard,2025-02-16,2028-12-05,Active,0,
CD0002356,C002356,AC0002356,6,Debit,Visa,Gold,2020-02-24,2029-08-17,Active,0,
CD0002357,C002357,AC0002357,1,Credit,Mastercard,Platinum,2024-07-08,2030-11-09,Active,0,
CD0002358,C002358,AC0002358,8,Debit,Visa,Standard,2020-07-16,2030-07-20,Active,0,
CD0002359,C002359,AC0002359,10,Credit,Mastercard,Platinum,2021-05-08,2026-07-07,Active,0,
CD0002360,C002360,AC0002360,5,Debit,Mastercard,Gold,2021-03-11,2030-04-07,Blocked,1,Excessive Attempts
CD0002361,C002361,AC0002361,6,Debit,Mastercard,Gold,2023-05-25,2029-10-03,Active,0,
CD0002362,C002362,AC0002362,5,Debit,Visa,Business,2018-08-07,2028-03-26,Active,0,
CD0002363,C002363,AC0002363,1,Debit,Mastercard,Business,2018-05-23,2030-10-08,Active,0,
CD0002364,C002364,AC0002364,7,Debit,Mastercard,Standard,2021-11-24,2026-04-14,Active,0,
CD0002365,C002365,AC0002365,8,Debit,Mastercard,Business,2021-02-19,2029-02-17,Blocked,1,Security Block
CD0002366,C002366,AC0002366,10,Debit,Visa,Platinum,2024-11-23,2029-06-20,Active,0,
CD0002367,C002367,AC0002367,10,Debit,Visa,Standard,2023-10-14,2030-08-09,Active,0,
CD0002368,C002368,AC0002368,5,Credit,Mastercard,Gold,2018-06-13,2030-02-22,Active,0,
CD0002369,C002369,AC0002369,10,Credit,Mastercard,Business,2020-02-15,2028-05-24,Active,0,
CD0002370,C002370,AC0002370,6,Credit,Visa,Standard,2025-09-06,2026-08-10,Active,0,
CD0002371,C002371,AC0002371,7,Debit,Mastercard,Standard,2024-06-01,2030-09-05,Expired,0,
CD0002372,C002372,AC0002372,7,Debit,Visa,Gold,2022-04-28,2026-12-30,Active,0,
CD0002373,C002373,AC0002373,10,Credit,Mastercard,Platinum,2024-05-13,2026-01-09,Blocked,1,Fraud Suspected
CD0002374,C002374,AC0002374,8,Credit,Mastercard,Standard,2023-02-10,2029-09-15,Blocked,1,Security Block
CD0002375,C002375,AC0002375,2,Debit,Mastercard,Standard,2018-03-30,2029-03-07,Active,0,
CD0002376,C002376,AC0002376,1,Credit,Visa,Platinum,2024-08-27,2027-12-17,Active,0,
CD0002377,C002377,AC0002377,5,Debit,Amex,Business,2025-09-13,2030-10-23,Active,0,
CD0002378,C002378,AC0002378,6,Credit,Mastercard,Business,2021-01-12,2030-01-10,Active,0,
CD0002379,C002379,AC0002379,7,Credit,Visa,Platinum,2025-04-05,2026-12-03,Active,0,
CD0002380,C002380,AC0002380,5,Credit,Amex,Platinum,2021-10-06,2027-12-26,Active,0,
CD0002381,C002381,AC0002381,6,Debit,Mastercard,Business,2024-10-15,2028-12-20,Active,0,
CD0002382,C002382,AC0002382,10,Credit,Mastercard,Business,2025-10-15,2029-05-19,Active,0,
CD0002383,C002383,AC0002383,4,Debit,Visa,Standard,2019-04-04,2030-03-27,Active,0,
CD0002384,C002384,AC0002384,5,Debit,Visa,Standard,2019-12-18,2026-02-12,Active,0,
CD0002385,C002385,AC0002385,6,Debit,Visa,Platinum,2018-12-29,2028-05-31,Active,0,
CD0002386,C002386,AC0002386,5,Credit,Visa,Platinum,2022-01-16,2029-02-06,Active,0,
CD0002387,C002387,AC0002387,10,Debit,Amex,Platinum,2020-08-16,2030-01-09,Active,0,
CD0002388,C002388,AC0002388,10,Debit,Visa,Platinum,2020-02-20,2030-01-30,Active,0,
CD0002389,C002389,AC0002389,6,Debit,Visa,Standard,2020-09-13,2027-07-16,Active,0,
CD0002390,C002390,AC0002390,5,Credit,Visa,Business,2022-10-19,2026-09-29,Active,0,
CD0002391,C002391,AC0002391,6,Debit,Visa,Platinum,2021-12-11,2026-04-08,Blocked,1,Fraud Suspected
CD0002392,C002392,AC0002392,2,Debit,Mastercard,Gold,2019-02-19,2030-12-12,Expired,0,
CD0002393,C002393,AC0002393,5,Credit,Visa,Standard,2022-05-24,2026-08-31,Active,0,
CD0002394,C002394,AC0002394,3,Credit,Amex,Business,2024-09-03,2027-11-18,Blocked,1,Fraud Suspected
CD0002395,C002395,AC0002395,2,Credit,Visa,Gold,2019-10-10,2026-03-01,Active,0,
CD0002396,C002396,AC0002396,1,Debit,Mastercard,Platinum,2023-07-14,2030-08-23,Active,0,
CD0002397,C002397,AC0002397,6,Credit,Visa,Gold,2025-05-03,2026-11-01,Active,0,
CD0002398,C002398,AC0002398,1,Debit,Mastercard,Business,2023-04-27,2028-03-18,Active,0,
CD0002399,C002399,AC0002399,7,Debit,Mastercard,Platinum,2018-11-23,2030-10-10,Active,0,
CD0002400,C002400,AC0002400,5,Debit,Visa,Gold,2021-12-12,2027-10-08,Active,0,
CD0002401,C002401,AC0002401,4,Debit,Mastercard,Business,2020-04-14,2030-11-27,Active,0,
CD0002402,C002402,AC0002402,8,Credit,Mastercard,Platinum,2023-04-16,2029-12-04,Active,0,
CD0002403,C002403,AC0002403,6,Debit,Mastercard,Standard,2024-08-08,2029-10-06,Active,0,
CD0002404,C002404,AC0002404,8,Debit,Mastercard,Gold,2023-03-27,2030-07-19,Active,0,
CD0002405,C002405,AC0002405,8,Debit,Mastercard,Platinum,2024-07-15,2029-02-04,Active,0,
CD0002406,C002406,AC0002406,1,Credit,Visa,Business,2020-12-05,2026-12-23,Active,0,
CD0002407,C002407,AC0002407,3,Debit,Visa,Business,2025-04-15,2029-12-20,Active,0,
CD0002408,C002408,AC0002408,6,Credit,Mastercard,Gold,2024-11-17,2030-06-07,Active,0,
CD0002409,C002409,AC0002409,10,Credit,Mastercard,Standard,2023-10-21,2027-02-23,Active,0,
CD0002410,C002410,AC0002410,2,Debit,Mastercard,Gold,2023-06-20,2030-04-08,Active,0,
CD0002411,C002411,AC0002411,2,Debit,Visa,Standard,2023-08-01,2030-06-22,Active,0,
CD0002412,C002412,AC0002412,10,Debit,Mastercard,Platinum,2025-06-29,2028-02-22,Active,0,
CD0002413,C002413,AC0002413,10,Credit,Visa,Gold,2025-11-27,2028-07-12,Active,0,
CD0002414,C002414,AC0002414,2,Debit,Mastercard,Gold,2021-04-01,2029-03-12,Active,0,
CD0002415,C002415,AC0002415,5,Credit,Visa,Gold,2019-08-12,2029-03-10,Expired,0,
CD0002416,C002416,AC0002416,7,Debit,Mastercard,Standard,2020-11-22,2027-03-23,Blocked,1,Security Block
